LNEC Test File eXtractor

File: TolmezzoReducedScale.tgt

Created in: 2026-02-20 12:46:59.183591

Number of channels: 6

Name:	DispT	DispL	DispV	AccT	AccL	AccV
Type:	Displacement	Displacement	Displacement	Acceleration	Acceleration	Acceleration
Unit:	m	m	m	m/s^2	m/s^2	m/s^2
No. of Samples:	8982	8982	8982	8982	8982	8982
Time step [s]:	0.005	0.005	0.005	0.005	0.005	0.005
Trigger date:	1970-01-01	1970-01-01	1970-01-01	1970-01-01	1970-01-01	1970-01-01
Trigger time:	00:00:00.000000	00:00:00.000000	00:00:00.000000	00:00:00.000000	00:00:00.000000	00:00:00.000000
Duration [s]:	44.905	44.905	44.905	44.905	44.905	44.905
Data:
DispT	DispL	DispV	AccT	AccL	AccV
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-1.2209070720895453e-05	0.0	0.0
7.140005523151146e-08	0.0	0.0	-0.00010476871524802972	0.0	0.0
7.140005523151146e-08	0.0	0.0	-0.00010476871524802972	0.0	0.0
7.140005523151146e-08	0.0	0.0	-0.00010476871524802972	0.0	0.0
7.140005523151146e-08	0.0	0.0	-0.00010476871524802972	0.0	0.0
7.140005523151146e-08	0.0	0.0	-0.00010476871524802972	0.0	0.0
7.140005523151146e-08	0.0	0.0	-0.00010476871524802972	0.0	0.0
7.140005523151146e-08	0.0	0.0	-0.00010476871524802972	0.0	0.0
7.140005523151146e-08	0.0	0.0	-0.00010476871524802972	0.0	0.0
7.140005523151146e-08	0.0	0.0	-0.00010476871524802972	0.0	0.0
7.140005523151146e-08	0.0	0.0	-0.00010476871524802972	0.0	0.0
7.140005523151146e-08	0.0	0.0	-0.00010476871524802972	0.0	0.0
-6.457967225198832e-07	0.0	0.0	-0.00010476871524802972	0.0	0.0
-6.457967225198832e-07	0.0	0.0	-0.00010476871524802972	0.0	0.0
