time	PosT	PosL
0.610000	2.27358837638356e-05	0.0
0.615000	-5.80261212998211e-05	0.0
0.620000	1.09000726769204e-05	0.0
0.625000	-6.44910601288084e-05	0.0
0.630000	-7.54317258394023e-05	0.0
0.635000	-8.27918100447109e-05	0.0
0.640000	-0.000124465800342337	0.0
0.645000	-0.000108154262373815	0.0
0.650000	3.42733130586437e-05	0.0
0.655000	-4.91416230475621e-06	0.0
0.660000	2.50234775033235e-05	0.0
0.665000	-0.000110242934918565	0.0
0.670000	0.000258358038931081	0.0
0.675000	0.000115234239317039	0.0
0.680000	5.23751417798082e-05	0.0
0.685000	4.02409489007859e-05	0.0
0.690000	0.00022951446569406	0.0
0.695000	-5.64347517419166e-05	0.0
0.700000	0.000120306729782859	0.0
0.705000	0.000101906519269588	0.0
0.710000	0.000182270681943768	0.0
0.715000	-0.000189513031021686	0.0
0.720000	-8.27918100447109e-05	0.0
0.725000	-5.09644188866196e-05	0.0
0.730000	-0.000160868378979404	0.0
0.735000	-4.72843767839653e-05	0.0
0.740000	0.000193012426459624	0.0
0.745000	0.000158300677977831	0.0
0.750000	-0.000393009413238732	0.0
0.755000	-3.16690629970267e-05	0.0
0.760000	-0.000335620648556799	0.0
0.765000	-6.27007693761658e-05	0.0
0.770000	0.000205643922325492	0.0
0.775000	-0.000345069405306857	0.0
0.780000	0.000241350276780975	0.0
0.785000	9.90546670323007e-06	0.0
0.790000	0.000165262919793663	0.0
0.795000	-4.66876131997511e-05	0.0
0.800000	8.96728657931965e-05	0.0
0.805000	0.000185055578670101	0.0
0.810000	-6.69775750630343e-05	0.0
0.815000	0.000264922438357437	0.0
0.820000	-0.00015917754882413	0.0
0.825000	-0.000189811412813793	0.0
0.830000	-0.000144457380413513	0.0
0.835000	4.83297623740926e-06	0.0
0.840000	-0.000141871404881918	0.0
0.845000	0.000177397112672686	0.0
0.850000	0.000443056368245379	0.0
0.855000	-1.8241882352207e-05	0.0
0.860000	-0.00039012505591503	0.0
0.865000	-0.000383461195891305	0.0
0.870000	-0.000179368050090044	0.0
0.875000	-0.000174494480818962	0.0
0.880000	-0.000276640514316961	0.0
0.885000	-0.000210101374677076	0.0
0.890000	0.000232398823017762	0.0
0.895000	-0.000151021779839869	0.0
0.900000	7.67429881352219e-05	0.0
0.905000	-0.000145253065192465	0.0
0.910000	-0.000238646566121989	0.0
0.915000	-0.000263412254866879	0.0
0.920000	0.000318830082131454	0.0
0.925000	0.000179883627606912	0.0
0.930000	-0.00020870892631391	0.0
0.935000	-6.73754174525105e-05	0.0
0.940000	0.00019659300796491	0.0
0.945000	0.000229017162707215	0.0
0.950000	-5.84239636892973e-05	0.0
0.955000	0.000199278444093874	0.0
0.960000	9.59388834274457e-05	0.0
0.965000	0.00033166049919206	0.0
0.970000	0.000287002690973363	0.0
0.975000	-4.21793812317296e-06	0.0
0.980000	4.6208584742928e-05	0.0
0.985000	-0.000364862064183295	0.0
0.990000	-0.000116508952552814	0.0
0.995000	-0.000284298980314377	0.0
1.000000	2.28353443612047e-05	0.0
1.005000	-0.000367149657922783	0.0
1.010000	0.000194007032433315	0.0
1.015000	0.000233293968394084	0.0
1.020000	-0.000113127292242267	0.0
1.025000	-0.000463228594981271	0.0
1.030000	0.000740642475573533	0.0
1.035000	0.000444747198400653	0.0
1.040000	-0.000234867063421966	0.0
1.045000	-0.000361679325067486	0.0
1.050000	0.000158101756783093	0.0
1.055000	0.000212307782349217	0.0
1.060000	-0.000167631699600498	0.0
1.065000	-0.000283901137924901	0.0
1.070000	0.000312762985691943	0.0
1.075000	-0.000106065589829065	0.0
1.080000	-0.000127350157666039	0.0
1.085000	0.00012020726918549	0.0
1.090000	0.000383280549226589	0.0
1.095000	0.000259949408488985	0.0
1.100000	-0.000200752078524387	0.0
1.105000	-0.000520716820260574	0.0
1.110000	9.62372652195528e-05	0.0
1.115000	-0.000582481851226745	0.0
1.120000	0.000377113992189709	0.0
1.125000	-7.91117679420566e-05	0.0
1.130000	-0.00010865156536066	0.0
1.135000	-0.000233772996850907	0.0
1.140000	-0.000288874167793352	0.0
1.145000	0.00038626436714766	0.0
1.150000	-0.000363767997612236	0.0
1.155000	0.000291677339049707	0.0
1.160000	0.000304109913720837	0.0
1.165000	0.000597518675959491	0.0
1.170000	0.000321117675870942	0.0
1.175000	-0.000279325950445925	0.0
1.180000	-0.000217163077090278	0.0
1.185000	0.000281233976325959	0.0
1.190000	-8.51788643815678e-05	0.0
1.195000	-0.000286487113456495	0.0
1.200000	2.24375019717285e-05	0.0
1.205000	0.000267210032096925	0.0
1.210000	-0.000338902848269977	0.0
1.215000	0.000199576825885981	0.0
1.220000	-0.000223329634127158	0.0
1.225000	-0.000366055591351724	0.0
1.230000	6.17244379324975e-05	0.0
1.235000	0.000105586561372242	0.0
1.240000	0.000459666288006008	0.0
1.245000	-0.000589046250653101	0.0
1.250000	-8.5775627965782e-05	0.0
1.255000	-0.000226412912645598	0.0
1.260000	-0.000160669457784666	0.0
1.265000	-0.000661453565537759	0.0
1.270000	-0.00029633371259603	0.0
1.275000	0.000330367511426262	0.0
1.280000	0.000624571958443869	0.0
1.285000	0.000996753513798799	0.0
1.290000	-0.000179467510687413	0.0
1.295000	4.14344760692143e-05	0.0
1.300000	0.000893811795521848	0.0
1.305000	-0.000547670642147583	0.0
1.310000	0.000735271603315605	0.0
1.315000	0.000362393823779092	0.0
1.320000	-0.000551450144847606	0.0
1.325000	-0.000841377786178344	0.0
1.330000	-0.000314336080719825	0.0
1.335000	0.000230807453459858	0.0
1.340000	-0.000307274378306624	0.0
1.345000	-0.000108353183568553	0.0
1.350000	-0.000286487113456495	0.0
1.355000	0.000348568800744796	0.0
1.360000	0.000363487890350151	0.0
1.365000	0.000482741146595624	0.0
1.370000	9.98178467248381e-05	0.0
1.375000	1.08006120795514e-05	0.0
1.380000	-0.000390721819499245	0.0
1.385000	-0.000905828253273479	0.0
1.390000	-0.000498537107047279	0.0
1.395000	0.000250898494128403	0.0
1.400000	-8.75659187184247e-05	0.0
1.405000	-0.000126653933484456	0.0
1.410000	0.00030580074387611	0.0
1.415000	-0.000176185310974235	0.0
1.420000	-0.000300511057685529	0.0
1.425000	-0.000733363577435572	0.0
1.430000	0.000173418688777924	0.0
1.435000	-6.43915995314394e-05	0.0
1.440000	-0.000111138080294886	0.0
1.445000	-0.000768672089501579	0.0
1.450000	0.000329671287244679	0.0
1.455000	-0.000435777470107418	0.0
1.460000	0.000250799033531034	0.0
1.465000	0.000107277391527516	0.0
1.470000	6.868667974833e-05	0.0
1.475000	0.000394420136131921	0.0
1.480000	-0.000356905216393773	0.0
1.485000	-8.59745491605201e-05	0.0
1.490000	-0.000298621306335518	0.0
1.495000	-0.000171311741703152	0.0
1.500000	0.000184856657475363	0.0
1.505000	-0.000420261616917848	0.0
1.510000	0.000494378036487802	0.0
1.515000	4.69048089245112e-05	0.0
1.520000	-0.00113329463945646	0.0
1.525000	-6.78727204393556e-05	0.0
1.530000	0.000271088995394317	0.0
1.535000	0.000579416847238327	0.0
1.540000	0.000200372510664933	0.0
1.545000	-0.000295538027817078	0.0
1.550000	0.000397503414650361	0.0
1.555000	0.000536748250967011	0.0
1.560000	7.12056997689708e-06	0.0
1.565000	0.000350259630900069	0.0
1.570000	-0.000352528950109535	0.0
1.575000	-8.0006913318378e-05	0.0
1.580000	-0.000487994283726161	0.0
1.585000	0.000987901520632955	0.0
1.590000	-0.000131925345145014	0.0
1.595000	-0.000699149131940624	0.0
1.600000	-0.000258538685595796	0.0
1.605000	-0.00139209111381069	0.0
1.610000	0.000988597744814539	0.0
1.615000	-4.20129651234064e-05	0.0
1.620000	0.000696382509744312	0.0
1.625000	-7.54317258394023e-05	0.0
1.630000	-0.000993950342542444	0.0
1.635000	-2.59003483496227e-05	0.0
1.640000	-0.000326868115988324	0.0
1.645000	0.000363686811544889	0.0
1.650000	-0.000744204782548797	0.0
1.655000	-0.000218555525453444	0.0
1.660000	0.000240156749612547	0.0
1.665000	-7.7420937786783e-05	0.0
1.670000	-0.000282409228964365	0.0
1.675000	3.42733130586437e-05	0.0
1.680000	-0.000562888113545045	0.0
1.685000	-0.000680450539635245	0.0
1.690000	0.000995957829019847	0.0
1.695000	0.00025328554846526	0.0
1.700000	9.65356470116599e-05	0.0
1.705000	-0.000159873773005713	0.0
1.710000	0.00070384205454699	0.0
1.715000	0.000694492758394301	0.0
1.720000	-0.00112046422239586	0.0
1.725000	-0.000378687087217591	0.0
1.730000	0.000778039660184291	0.0
1.735000	-0.000182650249803223	0.0
1.740000	0.000664754039780959	0.0
1.745000	-0.000385947710825531	0.0
1.750000	0.000431518938950571	0.0
1.755000	0.000559624188361889	0.0
1.760000	-0.00146479681048746	0.0
1.765000	-0.000279226489848556	0.0
1.770000	-0.000440949421170608	0.0
1.775000	7.23667218509843e-05	0.0
1.780000	-0.000190507636995376	0.0
1.785000	0.000256766669373176	0.0
1.790000	-0.000357601440575356	0.0
1.795000	0.000338722201605261	0.0
1.800000	-0.000619779575240133	0.0
1.805000	-7.84155437604734e-05	0.0
1.810000	0.000193211347654362	0.0
1.815000	0.00159202518905248	0.0
1.820000	0.000538538541719653	0.0
1.825000	-0.000622465011369097	0.0
1.830000	0.000132043080272406	0.0
1.835000	0.00108825726337831	0.0
1.840000	0.000123887311288145	0.0
1.845000	-0.000983407519221327	0.0
1.850000	7.38586308115199e-05	0.0
1.855000	-0.000660260038369331	0.0
1.860000	-0.000232977312071954	0.0
1.865000	-0.000385350947241317	0.0
1.870000	-0.00068403112114053	0.0
1.875000	0.000514966380143192	0.0
1.880000	0.000588069919209433	0.0
1.885000	-0.000296930476180244	0.0
1.890000	0.000638794823867641	0.0
1.895000	0.000604182535983217	0.0
1.900000	-1.24731677048029e-05	0.0
1.905000	-2.33143728180278e-05	0.0
1.910000	0.000690315413304801	0.0
1.915000	-0.00168599717903619	0.0
1.920000	6.44098740614615e-05	0.0
1.925000	-0.00117258157541723	0.0
1.930000	-6.76737992446176e-05	0.0
1.935000	0.000591749961312087	0.0
1.940000	0.000304905598499789	0.0
1.945000	0.000255473681607379	0.0
1.950000	-0.00119128016772261	0.0
1.955000	-9.25389485868764e-05	0.0
1.960000	-0.000314435541317194	0.0
1.965000	0.00109104216010465	0.0
1.970000	6.65980072035803e-05	0.0
1.975000	0.000106183324956456	0.0
1.980000	-0.000177975601726878	0.0
1.985000	7.65440669404838e-05	0.0
1.990000	0.00039859748122142	0.0
1.995000	0.000581903362172553	0.0
2.000000	0.000569172405709316	0.0
2.005000	-0.000568656828192449	0.0
2.010000	-9.58211483000546e-05	0.0
2.015000	-0.000132223726937122	0.0
2.020000	-0.000673090455429936	0.0
2.025000	7.82348970957574e-05	0.0
2.030000	0.000111056894227539	0.0
2.035000	1.26903634295631e-05	0.0
2.040000	-0.000514251881431587	0.0
2.045000	0.000633125569817606	0.0
2.050000	-0.000566965998037175	0.0
2.055000	0.000748002559778842	0.0
2.060000	0.000349463946121117	0.0
2.065000	0.000490896915579885	0.0
2.070000	-0.000933776681134178	0.0
2.075000	0.000807678918200263	0.0
2.080000	0.00175474272634822	0.0
2.085000	-0.000128643145431836	0.0
2.090000	-0.000191104400579591	0.0
2.095000	-0.000622266090174359	0.0
2.100000	0.000853132411197912	0.0
2.105000	-0.000161763524355725	0.0
2.110000	-0.000218456064856075	0.0
2.115000	-0.00027773458088802	0.0
2.120000	0.00013572312237506	0.0
2.125000	1.42817329874676e-05	0.0
2.130000	0.000872328306490136	0.0
2.135000	0.000915991508735143	0.0
2.140000	-0.00014992771326881	0.0
2.145000	-1.41639978600765e-05	0.0
2.150000	0.00162484718618426	0.0
2.155000	-9.7114136065852e-05	0.0
2.160000	-0.000178671825908461	0.0
2.165000	0.000232896126004608	0.0
2.170000	0.000865564985869042	0.0
2.175000	0.000164467235014711	0.0
2.180000	0.000282725885286494	0.0
2.185000	-0.000623559077940157	0.0
2.190000	0.000546992692496021	0.0
2.195000	-0.000610728660879551	0.0
2.200000	-0.000428218464707371	0.0
2.205000	0.000647348435241378	0.0
2.210000	-0.000312147947577707	0.0
2.215000	1.20935998453488e-05	0.0
2.220000	-0.00150199507390348	0.0
2.225000	-0.000511367524107885	0.0
2.230000	0.000487714176464076	0.0
2.235000	-8.97540518605434e-05	0.0
2.240000	0.000220463551333478	0.0
2.245000	-0.000213483034987623	0.0
2.250000	-0.00033651579393312	0.0
2.255000	0.00110616017090474	0.0
2.260000	-0.000585366208550447	0.0
2.265000	-0.000712775233780181	0.0
2.270000	0.00026352998999427	0.0
2.275000	-0.00113230003348277	0.0
2.280000	1.00049273005991e-05	0.0
2.285000	5.81438564272122e-05	0.0
2.290000	-0.000193789836708554	0.0
2.295000	0.00136983021453005	0.0
2.300000	0.000588567222196278	0.0
2.305000	0.00072552446477344	0.0
2.310000	0.000416400928150478	0.0
2.315000	0.00106448618060711	0.0
2.320000	0.000444349356011177	0.0
2.325000	0.000910521175879846	0.0
2.330000	0.00111938843035482	0.0
2.335000	-0.000688109005632661	0.0
2.340000	-0.00066344277748514	0.0
2.345000	0.000621190298133322	0.0
2.350000	0.000986608532867158	0.0
2.355000	0.000376716149800233	0.0
2.360000	-0.000682041909193149	0.0
2.365000	-9.96006510000779e-05	0.0
2.370000	0.000157007690212033	0.0
2.375000	-0.000543194915265976	0.0
2.380000	0.000799821531008109	0.0
2.385000	7.83343576931264e-05	0.0
2.390000	0.000448228319308569	0.0
2.395000	0.00119885744765268	0.0
2.400000	0.00154945605337853	0.0
2.405000	0.000279344224975947	0.0
2.410000	-0.000146744974153001	0.0
2.415000	0.000678380141620517	0.0
2.420000	-0.00160175405306462	0.0
2.425000	0.00172032935965853	0.0
2.430000	0.000546594850106545	0.0
2.435000	0.00127951999211897	0.0
2.440000	-0.000213980337974469	0.0
2.445000	0.00136813938437478	0.0
2.450000	-0.000214477640961314	0.0
2.455000	-0.000327763261364645	0.0
2.460000	3.2284101111263e-05	0.0
2.465000	0.000719258447139191	0.0
2.470000	0.0021498996796954	0.0
2.475000	0.000661471840067781	0.0
2.480000	0.000551667340572366	0.0
2.485000	7.96273454589239e-05	0.0
2.490000	0.000498455920979932	0.0
2.495000	0.000264027292981116	0.0
2.500000	0.00080598808804499	0.0
2.505000	-0.000662846013900925	0.0
2.510000	-0.00117755460528568	0.0
2.515000	-0.000485905611181412	0.0
2.520000	6.42434579531383e-06	0.0
2.525000	0.000591153197727873	0.0
2.530000	0.000851242659847901	0.0
2.535000	-0.000478744448170841	0.0
2.540000	0.000283223188273339	0.0
2.545000	0.00108278693052302	0.0
2.550000	0.000133137146843465	0.0
2.555000	0.00163320187636326	0.0
2.560000	2.96981255796681e-05	0.0
2.565000	-0.000283602756132793	0.0
2.570000	0.000967014795185458	0.0
2.575000	-0.00146758170721379	0.0
2.580000	-1.81424217548379e-05	0.0
2.585000	0.00178836040825895	0.0
2.590000	-0.000588847329458363	0.0
2.595000	-0.000186529213100615	0.0
2.600000	-0.000100495796376399	0.0
2.605000	-0.00107550803238505	0.0
2.610000	-0.00158922201779612	0.0
2.615000	-0.000711183864222277	0.0
2.620000	0.000699366327665384	0.0
2.625000	-0.000738137686109285	0.0
2.630000	-2.99782328417531e-05	0.0
2.635000	0.000623278970678071	0.0
2.640000	0.00160386100013939	0.0
2.645000	6.94823645272823e-05	0.0
2.650000	0.00105961261133603	0.0
2.655000	-0.000219450670829766	0.0
2.660000	0.00128767576110323	0.0
2.665000	0.000799125306826526	0.0
2.670000	0.000381788640266054	0.0
2.675000	-0.000299317530517101	0.0
2.680000	-0.00131640159921286	0.0
2.685000	-0.000477650381599782	0.0
2.690000	0.00208485244901605	0.0
2.695000	0.000551866261767104	0.0
2.700000	-5.52412245734881e-05	0.0
2.705000	-0.000505499348863111	0.0
2.710000	0.000713290811297049	0.0
2.715000	0.000433408690300583	0.0
2.720000	-0.00228315860563988	0.0
2.725000	-0.000164051118095213	0.0
2.730000	0.0010022238466541	0.0
2.735000	-0.00104019952031905	0.0
2.740000	-0.000818700769978204	0.0
2.745000	-0.000371724845401759	0.0
2.750000	-0.000523501716986907	0.0
2.755000	-0.000286487113456495	0.0
2.760000	-0.000844361604099415	0.0
2.765000	-0.000486701295960364	0.0
2.770000	0.00131960261285869	0.0
2.775000	-0.0015925042175093	0.0
2.780000	0.00132944921199822	0.0
2.785000	-0.000523402256389538	0.0
2.790000	-6.95635505946292e-05	0.0
2.795000	-0.000205327266003363	0.0
2.800000	-0.000478048223989258	0.0
2.805000	7.84338182904955e-05	0.0
2.810000	0.000357619715105378	0.0
2.815000	0.000484730358543005	0.0
2.820000	-0.000279325950445925	0.0
2.825000	-0.000969582496187031	0.0
2.830000	0.000403570511089872	0.0
2.835000	0.000362891126765937	0.0
2.840000	0.000140099388659297	0.0
2.845000	0.000887744699082337	0.0
2.850000	-0.000832923635401976	0.0
2.855000	-0.00090364012013136	0.0
2.860000	0.000424855078926846	0.0
2.865000	0.000513275549987918	0.0
2.870000	-0.00135966695906839	0.0
2.875000	-0.00134822899037095	0.0
2.880000	0.000762424346397352	0.0
2.885000	-0.000784187942691149	0.0
2.890000	0.000602989008814788	0.0
2.895000	0.000549877049819723	0.0
2.900000	8.45009147300066e-05	0.0
2.905000	-0.00111708256208531	0.0
2.910000	0.000166456446962092	0.0
2.915000	-0.000126852854679194	0.0
2.920000	0.000194404874822791	0.0
2.925000	-0.000424339501409979	0.0
2.930000	0.000359012163468544	0.0
2.935000	-0.000622564471966466	0.0
2.940000	0.00259100742902707	0.0
2.945000	-0.000493066774191982	0.0
2.950000	0.000481547619427196	0.0
2.955000	-0.000325774049417264	0.0
2.960000	0.000173319228180555	0.0
2.965000	0.000658388561549341	0.0
2.970000	-0.0014929441595429	0.0
2.975000	0.000745913887234092	0.0
2.980000	6.66974678009493e-05	0.0
2.985000	0.00193397072280722	0.0
2.990000	-0.000234867063421966	0.0
2.995000	0.00104031725544644	0.0
3.000000	-0.000946209255805307	0.0
3.005000	0.00045330080977439	0.0
3.010000	0.000671517360402054	0.0
3.015000	0.001080897179173	0.0
3.020000	-0.000592925213950494	0.0
3.025000	0.00107851012483615	0.0
3.030000	0.00184684323951195	0.0
3.035000	0.000263032687007425	0.0
3.040000	-0.000652800493566653	0.0
3.045000	0.000799125306826526	0.0
3.050000	-7.60284894236165e-05	0.0
3.055000	-0.00049326569538672	0.0
3.060000	1.67682479216935e-05	0.0
3.065000	-0.00112861999138012	0.0
3.070000	-0.00173005822367068	0.0
3.075000	0.000930114913561546	0.0
3.080000	-0.000674482903793103	0.0
3.085000	-0.00276802901781393	0.0
3.090000	1.22925210400869e-05	0.0
3.095000	-0.000108054801776446	0.0
3.100000	0.000518546961648477	0.0
3.105000	-0.000992259512387171	0.0
3.110000	0.00187628357633318	0.0
3.115000	0.00113172154442858	0.0
3.120000	0.000675495784296815	0.0
3.125000	0.00134834672549834	0.0
3.130000	-0.00293253684586231	0.0
3.135000	0.000449222925282259	0.0
3.140000	-0.000672294770650984	0.0
3.145000	0.000830057552608296	0.0
3.150000	-0.000111635383281731	0.0
3.155000	-0.00192410584913766	0.0
3.160000	-0.00186403164832677	0.0
3.165000	0.000151736278551475	0.0
3.170000	0.000877798639345433	0.0
3.175000	1.18946786506108e-05	0.0
3.180000	0.00095030541482746	0.0
3.185000	0.000446935331542772	0.0
3.190000	-0.00101324569843204	0.0
3.195000	0.00139161208535387	0.0
3.200000	-0.000696364235214291	0.0
3.205000	0.000542715886809153	0.0
3.210000	-0.00114582667472496	0.0
3.215000	0.00138474930413541	0.0
3.220000	0.00121874956712649	0.0
3.225000	-0.000671797467664139	0.0
3.230000	0.000914897442164083	0.0
3.235000	0.00150052143947296	0.0
3.240000	-0.00084694757963101	0.0
3.245000	-0.00105680944007967	0.0
3.250000	4.79988754955706e-05	0.0
3.255000	-0.000280420017016984	0.0
3.260000	0.000524514597490619	0.0
3.265000	-0.00133878023362089	0.0
3.270000	-0.00128725964418373	0.0
3.275000	0.000496068866643075	0.0
3.280000	-0.000295935870206554	0.0
3.285000	-0.000378587626620222	0.0
3.290000	-0.000248592625858893	0.0
3.295000	-0.00188153671346372	0.0
3.300000	0.000454991639929664	0.0
3.305000	-0.000486402914168257	0.0
3.310000	-0.001689179918152	0.0
3.315000	0.00042236856399262	0.0
3.320000	-0.000576613675981972	0.0
3.325000	-0.000218257143661337	0.0
3.330000	-0.00114920833503551	0.0
3.335000	-0.00203908229969627	0.0
3.340000	0.00157432120272079	0.0
3.345000	-0.00130227819438645	0.0
3.350000	0.000859298968234793	0.0
3.355000	0.000616615110654346	0.0
3.360000	0.000581505519783077	0.0
3.365000	-0.000817308321615038	0.0
3.370000	0.000961544462330161	0.0
3.375000	-0.00156724122577756	0.0
3.380000	-0.000213184653195516	0.0
3.385000	-0.00152546777488257	0.0
3.390000	-0.00121763722602541	0.0
3.395000	-0.000819794836549263	0.0
3.400000	-0.000205327266003363	0.0
3.405000	0.000247715755012594	0.0
3.410000	-0.00109191903095094	0.0
3.415000	0.000750986377699913	0.0
3.420000	-0.00073555171057769	0.0
3.425000	-0.000623658538537525	0.0
3.430000	0.000324200954389382	0.0
3.435000	6.32488519794479e-06	0.0
3.440000	0.00057086323586459	0.0
3.445000	0.000142386982398785	0.0
3.450000	0.00131890638867711	0.0
3.455000	-0.000346760235462131	0.0
3.460000	-0.000170913899313676	0.0
3.465000	-0.00139965011921074	0.0
3.470000	0.000849452369095258	0.0
3.475000	0.000338523280410523	0.0
3.480000	0.0012206393184765	0.0
3.485000	-5.50423033787501e-05	0.0
3.490000	0.000381888100863423	0.0
3.495000	0.00051417069536424	0.0
3.500000	0.000357818636300116	0.0
3.505000	-0.00134047106377616	0.0
3.510000	-0.00100409532347409	0.0
3.515000	0.000248213057999439	0.0
3.520000	-0.00182723122730022	0.0
3.525000	-0.000891605387849707	0.0
3.530000	0.000466230687432365	0.0
3.535000	0.000169937567870008	0.0
3.540000	-0.00168659394262041	0.0
3.545000	0.000990388035567181	0.0
3.550000	0.000815735226587155	0.0
3.555000	-0.00226336594676344	0.0
3.560000	-0.00070770274331436	0.0
3.565000	5.01870086376894e-05	0.0
3.570000	0.000157107150809402	0.0
3.575000	2.57788758433633e-07	0.0
3.580000	0.000825780746921428	0.0
3.585000	-0.00203391034863308	0.0
3.590000	-0.000489685113881435	0.0
3.595000	-0.000738137686109285	0.0
3.600000	0.000973778115806552	0.0
3.605000	-0.000107358577594863	0.0
3.610000	-0.00162821057196478	0.0
3.615000	-0.000792045329883303	0.0
3.620000	-0.00280671919019048	0.0
3.625000	0.0011550947848103	0.0
3.630000	0.000300032029228706	0.0
3.635000	0.000856116229118983	0.0
3.640000	-0.000802687613801789	0.0
3.645000	0.000105686021969611	0.0
3.650000	-0.000544189521239666	0.0
3.655000	0.000736564591081403	0.0
3.660000	-0.000885936133799672	0.0
